sampleID	eco_type	eco_subtype	eco_note	sampleID2	Level	Rank_code	Rank_I	Rank_II	Rank_III	Rank_IV	ARGs_unranked	Total_abu
HMIWGSheathy_SRS014287	fecal_human	fecal_American_human	USAhuman	SRS014287	Level 3	0.9-0.9-1.4-1.3-0.5	1.5E-02	7.6E-02	5.5E-01	2.0E-01	1.6E-01	7.6E-01
HMIWGSheathy_SRS014459	fecal_human	fecal_American_human	USAhuman	SRS014459	Level 3	0.5-0.4-1.6-1.3-0.4	9.4E-03	3.2E-02	6.2E-01	2.0E-01	1.3E-01	7.4E-01
HMIWGSheathy_SRS015369	fecal_human	fecal_American_human	USAhuman	SRS015369	Level 3	0.9-0.0-1.6-1.2-0.5	1.6E-02	3.6E-03	6.3E-01	1.8E-01	1.7E-01	2.3E+00
HMIWGSheathy_SRS015431	fecal_human	fecal_American_human	USAhuman	SRS015431	Level 3	1.8-0.8-1.3-1.3-0.5	3.0E-02	6.3E-02	5.3E-01	2.1E-01	1.7E-01	6.5E-01
HMIWGSheathy_SRS016018	fecal_human	fecal_American_human	USAhuman	SRS016018	Level 3	1.9-0.5-1.5-1.4-0.3	3.3E-02	4.0E-02	6.0E-01	2.1E-01	1.1E-01	1.1E+00
HMIWGSheathy_SRS016203	fecal_human	fecal_American_human	USAhuman	SRS016203	Level 3	0.7-0.8-1.3-1.4-0.6	1.2E-02	6.8E-02	5.0E-01	2.2E-01	2.0E-01	8.7E-01
HMIWGSheathy_SRS018656	fecal_human	fecal_American_human	USAhuman	SRS018656	Level 3	0.9-0.4-1.6-1.7-0.2	1.5E-02	3.2E-02	6.1E-01	2.7E-01	6.8E-02	3.8E-01
HMIWGSheathy_SRS019910	fecal_human	fecal_American_human	USAhuman	SRS019910	Level 3	0.7-0.1-1.4-1.0-0.8	1.1E-02	1.2E-02	5.4E-01	1.6E-01	2.8E-01	1.7E+00
HMIWGSheathy_SRS021153	fecal_human	fecal_American_human	USAhuman	SRS021153	Level 4	0.2-1.6-1.4-0.8-0.5	3.2E-03	1.3E-01	5.4E-01	1.3E-01	1.9E-01	8.2E-01
HMIWGSheathy_SRS022524	fecal_human	fecal_American_human	USAhuman	SRS022524	Level 3	2.0-0.3-1.4-1.6-0.4	3.5E-02	2.3E-02	5.4E-01	2.5E-01	1.5E-01	3.9E-01
HMIWGSheathy_SRS023346	fecal_human	fecal_American_human	USAhuman	SRS023346	Level 4	0.3-0.7-1.5-1.3-0.4	4.7E-03	6.0E-02	5.9E-01	2.1E-01	1.3E-01	1.3E+00
HMIWGSheathy_SRS042284	fecal_human	fecal_American_human	USAhuman	SRS042284	Level 3	0.4-0.1-1.1-1.3-1.0	6.7E-03	1.2E-02	4.4E-01	2.1E-01	3.4E-01	9.0E-01
HMIWGSheathy_SRS043411	fecal_human	fecal_American_human	USAhuman	SRS043411	Level 3	0.6-0.2-1.5-1.3-0.4	1.1E-02	2.0E-02	6.0E-01	2.1E-01	1.6E-01	4.5E-01
HMIWGSheathy_SRS049402	fecal_human	fecal_American_human	USAhuman	SRS049402	Level 3	1.4-0.7-1.5-1.2-0.4	2.3E-02	5.9E-02	5.8E-01	1.9E-01	1.4E-01	1.2E+00
HMIWGSheathy_SRS050299	fecal_human	fecal_American_human	USAhuman	SRS050299	Level 2	2.6-0.2-1.5-1.5-0.4	4.5E-02	1.7E-02	5.7E-01	2.3E-01	1.3E-01	9.0E-01
HMIWGSheathy_SRS050422	fecal_human	fecal_American_human	USAhuman	SRS050422	Level 3	0.6-1.1-1.5-1.2-0.4	1.0E-02	8.6E-02	5.7E-01	1.9E-01	1.4E-01	5.1E-01
HMIWGSheathy_SRS053356	fecal_human	fecal_American_human	USAhuman	SRS053356	Level 2	3.5-0.3-0.6-2.8-0.7	6.1E-02	2.4E-02	2.4E-01	4.3E-01	2.4E-01	5.4E-01
HMIWGSheathy_SRS053573	fecal_human	fecal_American_human	USAhuman	SRS053573	Level 3	0.6-0.2-1.9-1.1-0.2	9.8E-03	2.0E-02	7.3E-01	1.7E-01	6.8E-02	4.8E-01
HMIWGSheathy_SRS057478	fecal_human	fecal_American_human	USAhuman	SRS057478	Level 1	5.2-0.1-1.2-1.3-0.7	9.1E-02	7.0E-03	4.7E-01	2.0E-01	2.3E-01	2.4E+00
HMIWGSheathy_SRS063489	fecal_human	fecal_American_human	USAhuman	SRS063489	Level 4	0.2-0.1-1.4-0.7-0.9	4.2E-03	9.0E-03	5.6E-01	1.1E-01	3.1E-01	6.4E-01
HMIWGSheathy_SRS064645	fecal_human	fecal_American_human	USAhuman	SRS064645	Level 3	2.2-0.6-1.5-1.5-0.3	3.9E-02	4.7E-02	5.9E-01	2.3E-01	9.1E-02	1.7E-01
HMIWGSheathy_SRS075341	fecal_human	fecal_American_human	USAhuman	SRS075341	Level 3	1.4-0.4-1.4-1.5-0.5	2.4E-02	3.7E-02	5.5E-01	2.3E-01	1.6E-01	4.5E-01
HMIWGSheathy_SRS077086	fecal_human	fecal_American_human	USAhuman	SRS077086	Level 2	3.2-0.2-1.4-1.6-0.4	5.6E-02	1.4E-02	5.5E-01	2.5E-01	1.4E-01	5.5E-01
HMIWGSheathy_SRS077335	fecal_human	fecal_American_human	USAhuman	SRS077335	Level 3	0.9-0.1-1.1-1.4-1.0	1.6E-02	1.1E-02	4.2E-01	2.2E-01	3.3E-01	6.8E-01
HMIWGSheathy_SRS077502	fecal_human	fecal_American_human	USAhuman	SRS077502	Level 3	1.5-0.4-1.5-1.6-0.3	2.6E-02	3.4E-02	5.7E-01	2.5E-01	1.2E-01	3.1E-01
HMIWGSheathy_SRS077849	fecal_human	fecal_American_human	USAhuman	SRS077849	Level 3	0.5-0.5-1.3-1.6-0.6	9.3E-03	3.7E-02	5.0E-01	2.5E-01	2.0E-01	3.8E-01
HMIWGSheathy_SRS101376	fecal_human	fecal_American_human	USAhuman	SRS101376	Level 3	1.2-0.3-1.5-1.5-0.3	2.1E-02	2.7E-02	6.0E-01	2.4E-01	1.1E-01	2.6E-01
HMIWGSheathy_SRS101433	fecal_human	fecal_American_human	USAhuman	SRS101433	Level 3	0.9-0.2-1.6-1.7-0.2	1.5E-02	1.8E-02	6.2E-01	2.7E-01	7.2E-02	4.3E-01
HMIWGSheathy_SRS142599	fecal_human	fecal_American_human	USAhuman	SRS142599	Level 3	2.1-0.6-1.3-1.7-0.4	3.6E-02	5.1E-02	4.9E-01	2.7E-01	1.5E-01	8.8E-01
HMIWGSheathy_SRS142890	fecal_human	fecal_American_human	USAhuman	SRS142890	Level 3	1.5-0.6-1.4-1.5-0.4	2.7E-02	4.6E-02	5.5E-01	2.4E-01	1.4E-01	3.2E-01
HMIWGSheathy_SRS143070	fecal_human	fecal_American_human	USAhuman	SRS143070	Level 4	0.2-0.2-1.5-1.4-0.5	3.8E-03	1.9E-02	5.7E-01	2.2E-01	1.9E-01	4.7E-01
HMIWGSheathy_SRS143181	fecal_human	fecal_American_human	USAhuman	SRS143181	Level 4	0.2-0.2-1.4-1.4-0.6	3.8E-03	1.9E-02	5.5E-01	2.2E-01	2.0E-01	4.7E-01
HMIWGSheathy_SRS143991	fecal_human	fecal_American_human	USAhuman	SRS143991	Level 3	0.9-0.9-1.1-1.7-0.5	1.5E-02	7.4E-02	4.5E-01	2.7E-01	1.9E-01	3.4E-01
HMIWGSheathy_SRS144506	fecal_human	fecal_American_human	USAhuman	SRS144506	Level 3	0.7-0.6-1.4-1.6-0.4	1.2E-02	4.6E-02	5.4E-01	2.6E-01	1.4E-01	1.8E-01
HMIWGSheathy_SRS146813	fecal_human	fecal_American_human	USAhuman	SRS146813	Level 3	2.2-0.2-1.3-1.5-0.5	3.8E-02	1.7E-02	5.2E-01	2.4E-01	1.8E-01	7.5E-01
HMIWGSheathy_SRS147088	fecal_human	fecal_American_human	USAhuman	SRS147088	Level 3	1.2-1.1-1.4-0.9-0.5	2.1E-02	8.6E-02	5.6E-01	1.5E-01	1.8E-01	4.7E-01
HMIWGSheathy_SRS148196	fecal_human	fecal_American_human	USAhuman	SRS148196	Level 3	2.3-1.0-1.2-1.5-0.5	3.9E-02	7.9E-02	4.8E-01	2.4E-01	1.7E-01	3.7E-01
HMIWGSheathy_SRS148424	fecal_human	fecal_American_human	USAhuman	SRS148424	Level 3	0.9-0.5-1.5-1.6-0.3	1.6E-02	3.8E-02	5.9E-01	2.5E-01	1.1E-01	2.7E-01
SRP040956_SRR1237933	fecal_human	fecal_European_human	Denmarkhuman	SRR1237933	Level 3	2.2-0.9-0.9-2.2-0.6	3.8E-02	7.6E-02	3.3E-01	3.4E-01	2.1E-01	1.1E-01
SRP040956_SRR1237934	fecal_human	fecal_European_human	Denmarkhuman	SRR1237934	Level 3	2.3-0.8-0.9-2.2-0.6	4.0E-02	7.0E-02	3.4E-01	3.5E-01	2.1E-01	1.1E-01
SRP040956_SRR1238134	fecal_human	fecal_European_human	Denmarkhuman	SRR1238134	Level 3	1.8-1.0-1.0-1.9-0.6	3.1E-02	8.3E-02	3.9E-01	3.0E-01	2.0E-01	1.0E-01
SRP040956_SRR1238138	fecal_human	fecal_European_human	Denmarkhuman	SRR1238138	Level 2	4.3-0.7-1.0-1.7-0.5	7.4E-02	6.1E-02	4.1E-01	2.7E-01	1.8E-01	1.4E-01
SRP040956_SRR1238140	fecal_human	fecal_European_human	Denmarkhuman	SRR1238140	Level 2	4.3-0.8-1.0-1.8-0.5	7.4E-02	6.8E-02	4.0E-01	2.8E-01	1.8E-01	1.2E-01
SRP040956_SRR1238145	fecal_human	fecal_European_human	Denmarkhuman	SRR1238145	Level 1	5.7-0.8-1.0-1.6-0.5	9.8E-02	6.6E-02	4.1E-01	2.4E-01	1.8E-01	1.3E-01
SRP040956_SRR1238147	fecal_human	fecal_European_human	Denmarkhuman	SRR1238147	Level 1	5.1-0.8-1.0-1.7-0.5	8.9E-02	6.9E-02	4.0E-01	2.7E-01	1.7E-01	1.3E-01
SRP040956_SRR1238165	fecal_human	fecal_European_human	Denmarkhuman	SRR1238165	Level 2	3.0-1.1-1.0-2.1-0.4	5.1E-02	9.0E-02	3.8E-01	3.3E-01	1.5E-01	1.1E-01
SRP040956_SRR1238166	fecal_human	fecal_European_human	Denmarkhuman	SRR1238166	Level 2	3.0-1.0-0.9-2.2-0.4	5.1E-02	8.4E-02	3.7E-01	3.4E-01	1.5E-01	1.1E-01
SRP040956_SRR1238390	fecal_human	fecal_European_human	Denmarkhuman	SRR1238390	Level 2	2.7-1.0-0.9-2.2-0.5	4.7E-02	8.5E-02	3.6E-01	3.4E-01	1.7E-01	1.1E-01
SRP040956_SRR1238392	fecal_human	fecal_European_human	Denmarkhuman	SRR1238392	Level 2	2.6-0.9-1.0-2.1-0.4	4.5E-02	7.5E-02	3.9E-01	3.4E-01	1.6E-01	1.2E-01
SRP040956_SRR1238395	fecal_human	fecal_European_human	Denmarkhuman	SRR1238395	Level 2	2.6-1.0-0.9-2.2-0.5	4.6E-02	8.5E-02	3.7E-01	3.4E-01	1.6E-01	1.2E-01
SRP040956_SRR1238400	fecal_human	fecal_European_human	Denmarkhuman	SRR1238400	Level 3	1.9-0.9-1.2-1.8-0.4	3.4E-02	7.3E-02	4.9E-01	2.8E-01	1.2E-01	1.3E-01
SRP040956_SRR1238403	fecal_human	fecal_European_human	Denmarkhuman	SRR1238403	Level 3	1.9-0.8-1.3-1.8-0.3	3.4E-02	6.8E-02	4.9E-01	2.8E-01	1.2E-01	1.4E-01
SRP040956_SRR1238406	fecal_human	fecal_European_human	Denmarkhuman	SRR1238406	Level 3	1.6-0.8-1.3-1.7-0.3	2.8E-02	6.4E-02	5.2E-01	2.7E-01	1.1E-01	1.9E-01
SRP052307_SRR1761666	fecal_human	fecal_American_human	Peruhuman	SRR1761666	Level 3	1.7-0.8-0.7-1.2-1.3	2.9E-02	6.7E-02	2.7E-01	1.9E-01	4.4E-01	8.5E-02
SRP052307_SRR1761670	fecal_human	fecal_American_human	Peruhuman	SRR1761670	Level 2	2.9-0.8-0.9-2.3-0.5	4.9E-02	6.4E-02	3.5E-01	3.7E-01	1.7E-01	1.3E-01
SRP052307_SRR1761671	fecal_human	fecal_American_human	Peruhuman	SRR1761671	Level 3	1.5-1.0-1.1-1.3-0.8	2.6E-02	8.0E-02	4.2E-01	2.1E-01	2.7E-01	1.4E-01
SRP052307_SRR1761672	fecal_human	fecal_American_human	Peruhuman	SRR1761672	Level 2	2.7-0.9-0.9-2.2-0.6	4.6E-02	7.0E-02	3.4E-01	3.4E-01	2.1E-01	1.2E-01
SRP052307_SRR1761673	fecal_human	fecal_American_human	Peruhuman	SRR1761673	Level 2	2.9-0.5-1.1-1.7-0.6	4.9E-02	4.3E-02	4.3E-01	2.7E-01	2.1E-01	4.1E-01
SRP052307_SRR1761675	fecal_human	fecal_American_human	Peruhuman	SRR1761675	Level 2	3.7-1.1-0.9-1.7-0.7	6.4E-02	8.7E-02	3.5E-01	2.7E-01	2.3E-01	2.0E-01
SRP052307_SRR1761677	fecal_human	fecal_American_human	USAhuman	SRR1761677	Level 2	3.8-0.7-0.9-1.9-0.6	6.6E-02	6.1E-02	3.7E-01	3.0E-01	2.1E-01	1.6E-01
SRP052307_SRR1761678	fecal_human	fecal_American_human	USAhuman	SRR1761678	Level 1	4.8-0.5-0.8-2.2-0.7	8.3E-02	4.0E-02	3.0E-01	3.4E-01	2.4E-01	2.7E-01
SRP052307_SRR1761679	fecal_human	fecal_American_human	USAhuman	SRR1761679	Level 2	2.9-0.5-0.9-2.1-0.6	5.1E-02	3.7E-02	3.6E-01	3.2E-01	2.3E-01	3.0E-01
SRP052307_SRR1761680	fecal_human	fecal_American_human	USAhuman	SRR1761680	Level 2	2.7-0.7-1.0-2.1-0.5	4.7E-02	5.6E-02	3.8E-01	3.3E-01	1.8E-01	5.0E-01
SRP052307_SRR1761681	fecal_human	fecal_American_human	USAhuman	SRR1761681	Level 2	3.3-0.8-0.9-1.9-0.6	5.6E-02	6.5E-02	3.7E-01	3.0E-01	2.1E-01	2.8E-01
SRP052307_SRR1761682	fecal_human	fecal_American_human	USAhuman	SRR1761682	Level 2	3.6-0.8-0.9-2.0-0.6	6.2E-02	6.9E-02	3.4E-01	3.1E-01	2.3E-01	1.0E-01
SRP052307_SRR1761683	fecal_human	fecal_American_human	USAhuman	SRR1761683	Level 1	4.7-0.9-0.8-1.7-0.7	8.2E-02	7.3E-02	3.2E-01	2.7E-01	2.6E-01	2.0E-01
SRP052307_SRR1761684	fecal_human	fecal_American_human	USAhuman	SRR1761684	Level 3	2.5-0.8-1.1-1.4-0.7	4.3E-02	6.3E-02	4.2E-01	2.2E-01	2.5E-01	2.1E-01
SRP052307_SRR1761685	fecal_human	fecal_American_human	USAhuman	SRR1761685	Level 1	4.7-0.5-0.5-2.6-0.8	8.2E-02	3.8E-02	2.1E-01	4.0E-01	2.7E-01	4.6E-01
SRP052307_SRR1761686	fecal_human	fecal_American_human	USAhuman	SRR1761686	Level 3	1.4-0.5-1.2-1.4-0.7	2.4E-02	4.2E-02	4.6E-01	2.2E-01	2.5E-01	6.2E-01
SRP052307_SRR1761687	fecal_human	fecal_American_human	USAhuman	SRR1761687	Level 2	3.6-0.6-1.0-1.9-0.6	6.2E-02	4.7E-02	3.8E-01	3.0E-01	2.1E-01	3.0E-01
SRP052307_SRR1761688	fecal_human	fecal_American_human	USAhuman	SRR1761688	Level 2	3.1-0.6-0.9-1.9-0.7	5.3E-02	5.3E-02	3.4E-01	2.9E-01	2.6E-01	1.3E-01
SRP052307_SRR1761689	fecal_human	fecal_American_human	USAhuman	SRR1761689	Level 2	3.4-0.7-0.8-2.3-0.6	5.8E-02	5.5E-02	3.1E-01	3.6E-01	2.2E-01	2.0E-01
SRP052307_SRR1761690	fecal_human	fecal_American_human	USAhuman	SRR1761690	Level 2	3.0-0.5-1.0-2.3-0.4	5.1E-02	4.3E-02	3.9E-01	3.6E-01	1.5E-01	2.1E-01
SRP052307_SRR1761691	fecal_human	fecal_American_human	USAhuman	SRR1761691	Level 3	2.3-0.3-1.0-1.7-0.8	4.0E-02	2.6E-02	3.8E-01	2.7E-01	2.9E-01	3.0E-01
SRP052307_SRR1761692	fecal_human	fecal_American_human	USAhuman	SRR1761692	Level 3	2.1-0.7-1.0-1.7-0.7	3.6E-02	6.0E-02	4.0E-01	2.6E-01	2.4E-01	1.1E-01
SRP052307_SRR1761693	fecal_human	fecal_American_human	USAhuman	SRR1761693	Level 1	4.7-0.7-1.0-1.8-0.5	8.1E-02	5.9E-02	4.1E-01	2.8E-01	1.7E-01	1.6E-01
SRP052307_SRR1761694	fecal_human	fecal_American_human	USAhuman	SRR1761694	Level 3	0.5-0.9-1.4-1.1-0.6	8.6E-03	7.0E-02	5.3E-01	1.8E-01	2.1E-01	3.3E-01
SRP052307_SRR1761695	fecal_human	fecal_American_human	USAhuman	SRR1761695	Level 2	3.6-0.8-1.0-1.5-0.7	6.3E-02	6.3E-02	4.0E-01	2.4E-01	2.3E-01	4.2E-01
SRP052307_SRR1761696	fecal_human	fecal_American_human	USAhuman	SRR1761696	Level 2	3.1-0.6-1.0-2.0-0.5	5.3E-02	4.5E-02	4.0E-01	3.2E-01	1.9E-01	1.8E-01
SRP052307_SRR1761697	fecal_human	fecal_American_human	USAhuman	SRR1761697	Level 3	2.3-0.7-1.0-1.8-0.6	4.0E-02	5.5E-02	4.0E-01	2.9E-01	2.2E-01	2.4E-01
SRP066053_SRR2912775	fecal_human	fecal_American_human	USAhuman	SRR2912775	Level 1	5.7-1.2-0.8-1.7-0.6	9.9E-02	9.7E-02	3.1E-01	2.7E-01	2.2E-01	5.1E-01
SRP066053_SRR2912780	fecal_human	fecal_American_human	USAhuman	SRR2912780	Level 2	3.7-0.5-0.8-1.9-0.8	6.4E-02	3.8E-02	3.2E-01	3.0E-01	2.8E-01	7.1E-01
SRP066053_SRR2912781	fecal_human	fecal_American_human	USAhuman	SRR2912781	Level 2	2.6-1.1-1.2-1.2-0.6	4.5E-02	8.8E-02	4.7E-01	1.9E-01	2.1E-01	2.9E-01
SRP066053_SRR2912782	fecal_human	fecal_American_human	USAhuman	SRR2912782	Level 1	4.7-0.9-1.5-1.0-0.3	8.2E-02	7.5E-02	5.8E-01	1.6E-01	1.0E-01	4.3E-01
SRP066053_SRR2912786	fecal_human	fecal_American_human	USAhuman	SRR2912786	Level 1	9.4-0.6-0.9-1.6-0.6	1.6E-01	4.8E-02	3.4E-01	2.5E-01	2.0E-01	3.9E-01
SRP066053_SRR2912787	fecal_human	fecal_American_human	USAhuman	SRR2912787	Level 3	2.0-0.7-1.3-1.7-0.4	3.5E-02	5.9E-02	4.9E-01	2.7E-01	1.4E-01	2.4E-01
SRP066053_SRR2912792	fecal_human	fecal_American_human	USAhuman	SRR2912792	Level 3	1.8-0.9-1.0-1.5-0.8	3.1E-02	7.3E-02	3.9E-01	2.4E-01	2.7E-01	5.8E-01
SRP066053_SRR2912794	fecal_human	fecal_American_human	USAhuman	SRR2912794	Level 2	3.0-1.0-0.9-1.8-0.7	5.2E-02	8.4E-02	3.4E-01	2.9E-01	2.4E-01	1.0E+00
